budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,scope
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",http://www.thepianistmovie.com/,423,"[{""id"": 30, ""name"": ""individual""}, {""id"": 836, ""name"": ""resistance""}, {""id"": 1224, ""name"": ""radio station""}, {""id"": 1327, ""name"": ""war crimes""}, {""id"": 1465, ""name"": ""loss of family""}, {""id"": 1468, ""name"": ""child murderer""}, {""id"": 1899, ""name"": ""hunger""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 1968, ""name"": ""prisoners of war""}, {""id"": 2156, ""name"": ""homeland""}, {""id"": 2428, ""name"": ""deportation""}, {""id"": 2430, ""name"": ""hiding place""}, {""id"": 2431, ""name"": ""ghetto riot""}, {""id"": 2433, ""name"": ""jew persecution""}, {""id"": 2434, ""name"": ""liberation""}, {""id"": 2435, ""name"": ""warsaw ghetto""}, {""id"": 2436, ""name"": ""polish resistance""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5783, ""name"": ""classical music""}, {""id"": 11102, ""name"": ""panzer""}, {""id"": 14743, ""name"": ""pianist""}]",en,The Pianist,The Pianist is a film adapted from the biography of Wladyslaw Szpilman. A Jewish-Polish pianist who during the second world war lived and hid miraculously in Warsaw after having gone through a terrible tragedy. A film from Roman Polanski.,50.587540999999995,"[{""name"": ""Bac Films"", ""id"": 208}, {""name"": ""Canal+Polska"", ""id"": 250}, {""name"": ""Heritage Films"", ""id"": 260}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Agencja Produkcji Filmowej"", ""id"": 266}, {""name"": ""Beverly Detroit"", ""id"": 267}, {""name"": ""FilmFernsehFonds Bayern"", ""id"": 268}, {""name"": ""Filmboard Berlin-Brandenburg (FBB)"", ""id"": 269}, {""name"": ""Mainstream S.A."", ""id"": 271}, {""name"": ""R.P. Productions"", ""id"": 355}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Filmf\u00f6rderungsanstalt (FFA)"", ""id"": 4247}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Interscope Communications"", ""id"": 10201}, {""name"": ""Telewizja Polska (TVP)"", ""id"": 19150}, {""name"": ""Runteam"", ""id"": 31087}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""PL"", ""name"": ""Poland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2002-09-24,120072577,150.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Music was his passion. Survival was his masterpiece.,The Pianist,8.0,1864,7.052681556525009
237000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.avatarmovie.com/,19995,"[{""id"": 1463, ""name"": ""culture clash""}, {""id"": 2964, ""name"": ""future""}, {""id"": 3386, ""name"": ""space war""}, {""id"": 3388, ""name"": ""space colony""}, {""id"": 3679, ""name"": ""society""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 9685, ""name"": ""futuristic""}, {""id"": 9840, ""name"": ""romance""}, {""id"": 9882, ""name"": ""space""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10148, ""name"": ""tribe""}, {""id"": 10158, ""name"": ""alien planet""}, {""id"": 10987, ""name"": ""cgi""}, {""id"": 11399, ""name"": ""marine""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 14720, ""name"": ""love affair""}, {""id"": 165431, ""name"": ""anti war""}, {""id"": 193554, ""name"": ""power relations""}, {""id"": 206690, ""name"": ""mind and soul""}, {""id"": 209714, ""name"": ""3d""}]",en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",150.437577,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Lightstorm Entertainment"", ""id"": 574}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2009-12-10,2787965087,162.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Enter the World of Pandora.,Avatar,7.2,11800,7.050669301008782
48000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",http://www.indianajones.com/crusade,89,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 110, ""name"": ""venice""}, {""id"": 113, ""name"": ""holy grail""}, {""id"": 295, ""name"": ""library""}, {""id"": 483, ""name"": ""riddle""}, {""id"": 494, ""name"": ""father son relationship""}, {""id"": 1294, ""name"": ""whip""}, {""id"": 1454, ""name"": ""treasure""}, {""id"": 2652, ""name"": ""nazis""}, {""id"": 2847, ""name"": ""entrapment""}, {""id"": 2901, ""name"": ""crusader""}, {""id"": 6956, ""name"": ""treasure hunt""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 11102, ""name"": ""panzer""}, {""id"": 14656, ""name"": ""order of the templars""}, {""id"": 41586, ""name"": ""archaeologist""}, {""id"": 176731, ""name"": ""indiana jones""}, {""id"": 184134, ""name"": ""archeology\u00a0""}]",en,Indiana Jones and the Last Crusade,"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.",80.972475,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-05-24,474171806,127.0,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"The man with the hat is back. And this time, he's bringing his Dad.",Indiana Jones and the Last Crusade,7.6,3152,7.044535146456836
280000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://marvel.com/movies/movie/193/avengers_age_of_ultron,99861,"[{""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10629, ""name"": ""vision""}, {""id"": 155030, ""name"": ""superhero team""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 180547, ""name"": ""marvel cinematic universe""}, {""id"": 209714, ""name"": ""3d""}]",en,Avengers: Age of Ultron,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earth’s Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",134.27922900000002,"[{""name"": ""Marvel Studios"", ""id"": 420}, {""name"": ""Prime Focus"", ""id"": 15357}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-04-22,1405403694,141.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A New Age Has Come.,Avengers: Age of Ultron,7.3,6767,7.041967624384479
145000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://www.howtotrainyourdragon.com/,82702,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 2858, ""name"": ""sacrifice""}, {""id"": 5895, ""name"": ""viking""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 12554, ""name"": ""dragon""}, {""id"": 157499, ""name"": ""mother son relationship""}, {""id"": 175421, ""name"": ""death of husband""}, {""id"": 192913, ""name"": ""warrior""}, {""id"": 209714, ""name"": ""3d""}]",en,How to Train Your Dragon 2,"The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",100.21391,"[{""name"": ""DreamWorks Animation"", ""id"": 521}, {""name"": ""Mad Hatter Entertainment"", ""id"": 20154}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-06-12,609123048,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The training is over.,How to Train Your Dragon 2,7.6,3106,7.039367404513832
19000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",http://www.panslabyrinth.com,1417,"[{""id"": 514, ""name"": ""spain""}, {""id"": 836, ""name"": ""resistance""}, {""id"": 964, ""name"": ""servant""}, {""id"": 2095, ""name"": ""anti hero""}, {""id"": 2710, ""name"": ""fairy""}, {""id"": 3205, ""name"": ""fairy tale""}, {""id"": 5882, ""name"": ""franco regime""}, {""id"": 6092, ""name"": ""army""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9720, ""name"": ""woods""}, {""id"": 13084, ""name"": ""king""}, {""id"": 18028, ""name"": ""hiding""}, {""id"": 18129, ""name"": ""labyrinth""}, {""id"": 207003, ""name"": ""mythological""}]",es,El laberinto del fauno,"Living with her tyrannical stepfather in a new home with her pregnant mother, 10-year-old Ofelia feels alone until she explores a decaying labyrinth guarded by a mysterious faun who claims to know her destiny. If she wishes to return to her real father, Ofelia must complete three terrifying tasks.",90.80940799999999,"[{""name"": ""Estudios Picasso"", ""id"": 2029}, {""name"": ""Esperanto Filmoj"", ""id"": 7470}, {""name"": ""Tequila Gang"", ""id"": 11628}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""MX"", ""name"": ""Mexico""}]",2006-05-27,83258226,118.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,What happens when make-believe believes it's real?,Pan's Labyrinth,7.6,3041,7.031899043914865
135000000,"[{""id"": 37, ""name"": ""Western""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.foxmovies.com/movies/the-revenant,281957,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 570, ""name"": ""rape""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1262, ""name"": ""mountains""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 2522, ""name"": ""grizzly bear""}, {""id"": 3593, ""name"": ""wilderness""}, {""id"": 9454, ""name"": ""frontier""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10322, ""name"": ""native american""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 10468, ""name"": ""bear""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 157164, ""name"": ""animal death""}, {""id"": 158175, ""name"": ""bear attack""}, {""id"": 159138, ""name"": ""death of son""}, {""id"": 185722, ""name"": ""based on true events""}, {""id"": 194976, ""name"": ""fur trapper""}]",en,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",100.635882,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Appian Way"", ""id"": 562}, {""name"": ""CatchPlay"", ""id"": 8870}, {""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Hong Kong Alpha Motion Pictures Co."", ""id"": 13796}, {""name"": ""RatPac Entertainment"", ""id"": 28732}, {""name"": ""M Productions"", ""id"": 52660}, {""name"": ""Monarchy Enterprises S.a.r.l."", ""id"": 77845}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""TW"", ""name"": ""Taiwan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-12-25,532950503,156.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,"(n. One who has returned, as if from the dead.)",The Revenant,7.3,6396,7.030342003652748
20000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,162,"[{""id"": 240, ""name"": ""underdog""}, {""id"": 699, ""name"": ""love at first sight""}, {""id"": 928, ""name"": ""hairdresser""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 1435, ""name"": ""scissors""}, {""id"": 1436, ""name"": ""inventor""}, {""id"": 1437, ""name"": ""burglar""}, {""id"": 6059, ""name"": ""unsociability""}]",en,Edward Scissorhands,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,47.51363,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-12-05,53000000,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,His scars run deep.,Edward Scissorhands,7.5,3601,7.024184320858585
18000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",,194662,"[{""id"": 8764, ""name"": ""times square""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 11440, ""name"": ""long take""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14531, ""name"": ""play""}, {""id"": 156028, ""name"": ""broadway""}, {""id"": 207716, ""name"": ""actor""}]",en,Birdman,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",89.811154,"[{""name"": ""Worldview Entertainment"", ""id"": 9015}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Le Grisbi Productions"", ""id"": 47169}, {""name"": ""M Productions"", ""id"": 52660}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-08-27,103215094,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,or (The Unexpected Virtue of Ignorance),Birdman,7.4,4535,7.022758369924717
55000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.sonypictures.com/homevideo/thepursuitofhappyness/,1402,"[{""id"": 582, ""name"": ""san francisco""}, {""id"": 641, ""name"": ""single parent""}, {""id"": 960, ""name"": ""homeless person""}, {""id"": 992, ""name"": ""bus""}, {""id"": 2346, ""name"": ""worker""}, {""id"": 2981, ""name"": ""homelessness""}, {""id"": 3640, ""name"": ""work""}, {""id"": 4636, ""name"": ""church service""}, {""id"": 4671, ""name"": ""bad luck""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 10332, ""name"": ""salesman""}, {""id"": 10631, ""name"": ""stockbroker""}]",en,The Pursuit of Happyness,"The true story of Christopher Gardner, who invests heavily in a device known as a 'Bone Density Scanner', only to find himself struggle to sell the product as it's just marginally better than the current technology, and much more expensive. His wife leaves him,  he loses his house, bank account and credit cards and, now forced to live out in the streets with his young son,  he's desperate to find a steady job. He takes on a job as a stockbroker but, before he can receive pay, he needs to go through 6 months of training, and must sell his devices.",80.581367,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-12-14,307077295,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}]",Released,,The Pursuit of Happyness,7.7,2525,7.022585184690423
150000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",,13475,"[{""id"": 1612, ""name"": ""spacecraft""}, {""id"": 3822, ""name"": ""teleportation""}, {""id"": 4040, ""name"": ""space mission""}, {""id"": 4300, ""name"": ""parachute""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 4380, ""name"": ""black hole""}, {""id"": 5100, ""name"": ""supernova""}, {""id"": 9675, ""name"": ""prequel""}, {""id"": 9684, ""name"": ""warp speed""}, {""id"": 9685, ""name"": ""futuristic""}, {""id"": 9686, ""name"": ""warp engine""}, {""id"": 12388, ""name"": ""romulans""}, {""id"": 12405, ""name"": ""outer space""}, {""id"": 155212, ""name"": ""vulcan""}, {""id"": 156282, ""name"": ""alternate reality""}, {""id"": 161176, ""name"": ""space opera""}, {""id"": 161184, ""name"": ""reboot""}]",en,Star Trek,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",73.61680799999999,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""MavroCine Pictures GmbH & Co. KG"", ""id"": 23419}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-05-06,385680446,127.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The future begins.,Star Trek,7.4,4518,7.021749448568088
150000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.madmaxmovie.com/,76341,"[{""id"": 2964, ""name"": ""future""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5657, ""name"": ""australia""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 155499, ""name"": ""convoy""}, {""id"": 190954, ""name"": ""peak oil""}, {""id"": 212516, ""name"": ""dark future""}]",en,Mad Max: Fury Road,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",434.27856399999996,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Kennedy Miller Productions"", ""id"": 2537}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-05-13,378858340,120.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What a Lovely Day.,Mad Max: Fury Road,7.2,9427,7.0192135383455705
58800000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}]",http://www.americansnipermovie.com,190859,"[{""id"": 1589, ""name"": ""sniper""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 5939, ""name"": ""iraq""}, {""id"": 11219, ""name"": ""navy seal""}, {""id"": 33564, ""name"": ""u.s. soldier""}]",en,American Sniper,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",87.53437,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}, {""name"": ""Mad Chance Productions"", ""id"": 57408}, {""name"": ""22 & Indiana Pictures"", ""id"": 57409}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-11,542307423,133.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The most lethal sniper in U.S. history.,American Sniper,7.4,4469,7.018810951402828
190000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",,54138,"[{""id"": 1612, ""name"": ""spacecraft""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9685, ""name"": ""futuristic""}, {""id"": 9882, ""name"": ""space""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 161176, ""name"": ""space opera""}, {""id"": 179569, ""name"": ""terrorist bombing""}, {""id"": 209714, ""name"": ""3d""}]",en,Star Trek Into Darkness,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",78.29101800000001,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Skydance Productions"", ""id"": 6277}, {""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""Kurtzman/Orci"", ""id"": 12536}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-05-05,467365246,132.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Earth Will Fall,Star Trek Into Darkness,7.4,4418,7.0157036306627125
30000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.milliondollarbaby-derfilm.de/,70,"[{""id"": 396, ""name"": ""transporter""}, {""id"": 1252, ""name"": ""suicide attempt""}, {""id"": 2660, ""name"": ""strong woman""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4327, ""name"": ""stroke of fate""}, {""id"": 4613, ""name"": ""training""}, {""id"": 5212, ""name"": ""advancement""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 11322, ""name"": ""female protagonist""}, {""id"": 156330, ""name"": ""boxing trainer""}, {""id"": 207999, ""name"": ""determination""}]",en,Million Dollar Baby,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",70.456012,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Albert S. Ruddy Productions"", ""id"": 16311}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-12-15,216763646,132.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ga"", ""name"": ""Gaeilge""}]",Released,"Beyond his silence, there is a past. Beyond her dreams, there is a feeling. Beyond hope, there is a memory. Beyond their journey, there is a love.",Million Dollar Baby,7.7,2439,7.008965304829614
105000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",http://gravitymovie.warnerbros.com/,49047,"[{""id"": 4040, ""name"": ""space mission""}, {""id"": 6203, ""name"": ""loss""}, {""id"": 9882, ""name"": ""space""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 191586, ""name"": ""trapped in space""}]",en,Gravity,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",110.153618,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Heyday Films"", ""id"": 7364}, {""name"": ""Esperanto Filmoj"", ""id"": 7470}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-09-27,716392705,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Don't Let Go,Gravity,7.3,5751,7.007424591519513
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.foxsearchlight.com/slumdogmillionaire,12405,"[{""id"": 100, ""name"": ""slum""}, {""id"": 958, ""name"": ""indian lead""}, {""id"": 1332, ""name"": ""cheating""}, {""id"": 3301, ""name"": ""suspicion""}, {""id"": 4325, ""name"": ""game show""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Slumdog Millionaire,"Jamal Malik is an impoverished Indian teen who becomes a contestant on the Hindi version of ‘Who Wants to Be a Millionaire?’ but, after he wins, he is suspected of cheating.",59.25896899999999,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Celador Films"", ""id"": 3573}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Film4"", ""id"": 9349}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-05-12,377910544,120.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"What does it take to find a lost love? A. Money, B. Luck, C. Smarts, D. Destiny",Slumdog Millionaire,7.6,2827,7.005840484176746
